Worker,Colony,Worker,Species,Task,Femur,Tibia,Thorax,Scape,Head Width,Head Height,Log_Femur,Log_HW ,Log_Tibia,Log_Scape,Log_HH,Log_Thorax,Group
WASC1W11,WASC1,,Formica obscuriventris,NB,,,,,1.879,,,,,,,,Mound-building
WASC1W12,WASC1,,Formica obscuriventris,NB,,,,,1.926,,,,,,,,Mound-building
WASC1W13,WASC1,,Formica obscuriventris,NB,,,,,1.862,,,,,,,,Mound-building
WASC1W14,WASC1,,Formica obscuriventris,NB,,,,,1.898,,,,,,,,Mound-building
WASC1W15,WASC1,,Formica obscuriventris,NB,,,,,1.875,,,,,,,,Mound-building
WASC1W16,WASC1,,Formica obscuriventris,NB,,,,,1.901,,,,,,,,Mound-building
WASC1W17,WASC1,,Formica obscuriventris,NB,,,,,1.651,,,,,,,,Mound-building
WASC1W18,WASC1,,Formica obscuriventris,PF,,,,,1.91,,,,,,,,Mound-building
WASC1W19,WASC1,,Formica obscuriventris,PF,,,,,1.823,,,,,,,,Mound-building
WASC1W20,WASC1,,Formica obscuriventris,PF,,,,,1.906,,,,,,,,Mound-building
WASC1W21,WASC1,,Formica obscuriventris,PF,,,,,1.676,,,,,,,,Mound-building
WASC1W22,WASC1,,Formica obscuriventris,PF,,,,,1.774,,,,,,,,Mound-building
WASC1W23,WASC1,,Formica obscuriventris,PF,,,,,1.755,,,,,,,,Mound-building
WASC1W24,WASC1,,Formica obscuriventris,PF,,,,,1.733,,,,,,,,Mound-building
WASC1W25,WASC1,,Formica obscuriventris,PF,,,,,1.98,,,,,,,,Mound-building
SYLC12W2,SYLC12,,Formica podzolica,HC,,,,,1.256,,,,,,,,Subterranean
SYLC12W3,SYLC12,,Formica podzolica,HC,,,,,1.482,,,,,,,,Subterranean
SYLC12W4,SYLC12,,Formica podzolica,HC,,,,,1.403,,,,,,,,Subterranean
SYLC12W5,SYLC12,,Formica podzolica,HC,,,,,1.364,,,,,,,,Subterranean
SYLC12W6,SYLC12,,Formica podzolica,HC,,,,,1.421,,,,,,,,Subterranean
SYLC12W7,SYLC12,,Formica podzolica,HC,,,,,1.353,,,,,,,,Subterranean
SYLC12W8,SYLC12,,Formica podzolica,HC,,,,,1.45,,,,,,,,Subterranean
SYLC12W9,SYLC12,,Formica podzolica,HC,,,,,1.264,,,,,,,,Subterranean
SYLC12W10,SYLC12,,Formica podzolica,NB,,,,,1.538,,,,,,,,Subterranean
SYLC12W11,SYLC12,,Formica podzolica,NB,,,,,1.58,,,,,,,,Subterranean
SYLC12W12,SYLC12,,Formica podzolica,NB,,,,,1.504,,,,,,,,Subterranean
SYLC12W13,SYLC12,,Formica podzolica,NB,,,,,1.357,,,,,,,,Subterranean
SYLC12W14,SYLC12,,Formica podzolica,NB,,,,,1.38,,,,,,,,Subterranean
SYLC12W15,SYLC12,,Formica podzolica,NB,,,,,1.478,,,,,,,,Subterranean
SYLC12W16,SYLC12,,Formica podzolica,NB,,,,,1.542,,,,,,,,Subterranean
SYLC12W17,SYLC12,,Formica podzolica,NB,,,,,1.396,,,,,,,,Subterranean
SYLC12W18,SYLC12,,Formica podzolica,PF,,,,,1.501,,,,,,,,Subterranean
SYLC12W19,SYLC12,,Formica podzolica,PF,,,,,1.585,,,,,,,,Subterranean
SYLC12W20,SYLC12,,Formica podzolica,PF,,,,,1.468,,,,,,,,Subterranean
SYLC12W21,SYLC12,,Formica podzolica,PF,,,,,1.482,,,,,,,,Subterranean
SYLC12W22,SYLC12,,Formica podzolica,PF,,,,,1.407,,,,,,,,Subterranean
SYLC12W23,SYLC12,,Formica podzolica,PF,,,,,1.315,,,,,,,,Subterranean
SYLC12W24,SYLC12,,Formica podzolica,PF,,,,,1.444,,,,,,,,Subterranean
SYLC12W25,SYLC12,,Formica podzolica,PF,,,,,1.266,,,,,,,,Subterranean
SYLC17W2,SYLC17,,Formica podzolica,HC,,,,,1.464,,,,,,,,Subterranean
SYLC17W3,SYLC17,,Formica podzolica,HC,,,,,1.383,,,,,,,,Subterranean
SYLC17W4,SYLC17,,Formica podzolica,HC,,,,,1.336,,,,,,,,Subterranean
SYLC17W5,SYLC17,,Formica podzolica,HC,,,,,1.402,,,,,,,,Subterranean
SYLC17W6,SYLC17,,Formica podzolica,HC,,,,,1.308,,,,,,,,Subterranean
SYLC17W7,SYLC17,,Formica podzolica,HC,,,,,1.472,,,,,,,,Subterranean
SYLC17W8,SYLC17,,Formica podzolica,HC,,,,,1.531,,,,,,,,Subterranean
SYLC17W9,SYLC17,,Formica podzolica,HC,,,,,1.519,,,,,,,,Subterranean
SYLC17W10,SYLC17,,Formica podzolica,NB,,,,,1.363,,,,,,,,Subterranean
SYLC17W11,SYLC17,,Formica podzolica,NB,,,,,1.491,,,,,,,,Subterranean
SYLC17W12,SYLC17,,Formica podzolica,NB,,,,,1.527,,,,,,,,Subterranean
SYLC17W13,SYLC17,,Formica podzolica,NB,,,,,1.415,,,,,,,,Subterranean
SYLC17W14,SYLC17,,Formica podzolica,NB,,,,,1.42,,,,,,,,Subterranean
SYLC17W15,SYLC17,,Formica podzolica,NB,,,,,1.322,,,,,,,,Subterranean
SYLC17W16,SYLC17,,Formica podzolica,NB,,,,,1.521,,,,,,,,Subterranean
SYLC17W17,SYLC17,,Formica podzolica,NB,,,,,1.515,,,,,,,,Subterranean
SYLC17W18,SYLC17,,Formica podzolica,PF,,,,,1.42,,,,,,,,Subterranean
SYLC17W19,SYLC17,,Formica podzolica,PF,,,,,1.573,,,,,,,,Subterranean
SYLC17W20,SYLC17,,Formica podzolica,PF,,,,,1.481,,,,,,,,Subterranean
SYLC17W21,SYLC17,,Formica podzolica,PF,,,,,1.517,,,,,,,,Subterranean
SYLC17W22,SYLC17,,Formica podzolica,PF,,,,,1.49,,,,,,,,Subterranean
SYLC17W23,SYLC17,,Formica podzolica,PF,,,,,1.51,,,,,,,,Subterranean
SYLC17W24,SYLC17,,Formica podzolica,PF,,,,,1.49,,,,,,,,Subterranean
SYLC17W25,SYLC17,,Formica podzolica,PF,,,,,1.25,,,,,,,,Subterranean
SYLC16W2,SYLC16,,Formica podzolica,HC,,,,,1.071,,,,,,,,Subterranean
SYLC16W3,SYLC16,,Formica podzolica,HC,,,,,1.069,,,,,,,,Subterranean
SYLC16W4,SYLC16,,Formica podzolica,HC,,,,,1.394,,,,,,,,Subterranean
SYLC16W5,SYLC16,,Formica podzolica,HC,,,,,1.085,,,,,,,,Subterranean
SYLC16W6,SYLC16,,Formica podzolica,HC,,,,,1.344,,,,,,,,Subterranean
SYLC16W7,SYLC16,,Formica podzolica,HC,,,,,1.004,,,,,,,,Subterranean
SYLC16W8,SYLC16,,Formica podzolica,HC,,,,,1.065,,,,,,,,Subterranean
SYLC16W9,SYLC16,,Formica podzolica,HC,,,,,1.066,,,,,,,,Subterranean
SYLC16W10,SYLC16,,Formica podzolica,NB,,,,,1.485,,,,,,,,Subterranean
SYLC16W11,SYLC16,,Formica podzolica,NB,,,,,1.527,,,,,,,,Subterranean
SYLC16W12,SYLC16,,Formica podzolica,NB,,,,,1.415,,,,,,,,Subterranean
SYLC16W13,SYLC16,,Formica podzolica,NB,,,,,1.481,,,,,,,,Subterranean
SYLC16W14,SYLC16,,Formica podzolica,NB,,,,,1.479,,,,,,,,Subterranean
SYLC16W15,SYLC16,,Formica podzolica,PF,,,,,1.402,,,,,,,,Subterranean
SYLC16W16,SYLC16,,Formica podzolica,PF,,,,,1.216,,,,,,,,Subterranean
SYLC16W17,SYLC16,,Formica podzolica,PF,,,,,1.095,,,,,,,,Subterranean
SYLC16W18,SYLC16,,Formica podzolica,PF,,,,,1.367,,,,,,,,Subterranean
SYLC16W19,SYLC16,,Formica podzolica,PF,,,,,1.14,,,,,,,,Subterranean
SYLC16W20,SYLC16,,Formica podzolica,PF,,,,,1.177,,,,,,,,Subterranean
SYLC16W21,SYLC16,,Formica podzolica,PF,,,,,1.464,,,,,,,,Subterranean
SYLC16W22,SYLC16,,Formica podzolica,PF,,,,,1.246,,,,,,,,Subterranean
SYLC22W2,SYLC22,,Formica podzolica,HC,,,,,1.488,,,,,,,,Subterranean
SYLC22W3,SYLC22,,Formica podzolica,HC,,,,,1.22,,,,,,,,Subterranean
SYLC22W4,SYLC22,,Formica podzolica,HC,,,,,1.423,,,,,,,,Subterranean
SYLC22W5,SYLC22,,Formica podzolica,HC,,,,,1.416,,,,,,,,Subterranean
SYLC22W6,SYLC22,,Formica podzolica,HC,,,,,1.472,,,,,,,,Subterranean
SYLC22W7,SYLC22,,Formica podzolica,HC,,,,,1.361,,,,,,,,Subterranean
SYLC22W8,SYLC22,,Formica podzolica,HC,,,,,1.414,,,,,,,,Subterranean
SYLC22W9,SYLC22,,Formica podzolica,HC,,,,,1.351,,,,,,,,Subterranean
SYLC22W10,SYLC22,,Formica podzolica,NB,,,,,1.435,,,,,,,,Subterranean
SYLC22W11,SYLC22,,Formica podzolica,NB,,,,,1.431,,,,,,,,Subterranean
SYLC22W12,SYLC22,,Formica podzolica,NB,,,,,1.5,,,,,,,,Subterranean
SYLC22W13,SYLC22,,Formica podzolica,NB,,,,,1.432,,,,,,,,Subterranean
SYLC22W14,SYLC22,,Formica podzolica,NB,,,,,1.427,,,,,,,,Subterranean
SYLC22W15,SYLC22,,Formica podzolica,NB,,,,,1.445,,,,,,,,Subterranean
SYLC22W16,SYLC22,,Formica podzolica,NB,,,,,1.485,,,,,,,,Subterranean
SYLC22W17,SYLC22,,Formica podzolica,PF,,,,,1.532,,,,,,,,Subterranean
SYLC22W18,SYLC22,,Formica podzolica,PF,,,,,1.404,,,,,,,,Subterranean
SYLC22W19,SYLC22,,Formica podzolica,PF,,,,,1.436,,,,,,,,Subterranean
SYLC22W20,SYLC22,,Formica podzolica,PF,,,,,1.477,,,,,,,,Subterranean
SYLC22W21,SYLC22,,Formica podzolica,PF,,,,,1.567,,,,,,,,Subterranean
SYLC22W22,SYLC22,,Formica podzolica,PF,,,,,1.229,,,,,,,,Subterranean
SYLC22W23,SYLC22,,Formica podzolica,PF,,,,,1.496,,,,,,,,Subterranean
KFSC12W2,KFSC12,,Formica podzolica,HC,,,,,1.222,,,,,,,,Subterranean
KFSC12W3,KFSC12,,Formica podzolica,HC,,,,,1.312,,,,,,,,Subterranean
KFSC12W4,KFSC12,,Formica podzolica,HC,,,,,1.296,,,,,,,,Subterranean
KFSC12W5,KFSC12,,Formica podzolica,HC,,,,,1.242,,,,,,,,Subterranean
KFSC12W6,KFSC12,,Formica podzolica,HC,,,,,1.234,,,,,,,,Subterranean
KFSC12W7,KFSC12,,Formica podzolica,HC,,,,,1.227,,,,,,,,Subterranean
KFSC12W8,KFSC12,,Formica podzolica,HC,,,,,1.125,,,,,,,,Subterranean
KFSC12W9,KFSC12,,Formica podzolica,HC,,,,,1.372,,,,,,,,Subterranean
KFSC12W10,KFSC12,,Formica podzolica,NB,,,,,1.23,,,,,,,,Subterranean
KFSC12W11,KFSC12,,Formica podzolica,NB,,,,,1.169,,,,,,,,Subterranean
KFSC12W12,KFSC12,,Formica podzolica,NB,,,,,1.162,,,,,,,,Subterranean
KFSC12W13,KFSC12,,Formica podzolica,NB,,,,,1.346,,,,,,,,Subterranean
KFSC12W14,KFSC12,,Formica podzolica,NB,,,,,1.127,,,,,,,,Subterranean
KFSC12W15,KFSC12,,Formica podzolica,NB,,,,,1.336,,,,,,,,Subterranean
KFSC12W16,KFSC12,,Formica podzolica,NB,,,,,1.218,,,,,,,,Subterranean
KFSC12W17,KFSC12,,Formica podzolica,NB,,,,,1.148,,,,,,,,Subterranean
KFSC12W18,KFSC12,,Formica podzolica,PF,,,,,1.443,,,,,,,,Subterranean
KFSC12W19,KFSC12,,Formica podzolica,PF,,,,,1.229,,,,,,,,Subterranean
KFSC12W20,KFSC12,,Formica podzolica,PF,,,,,1.427,,,,,,,,Subterranean
KFSC12W21,KFSC12,,Formica podzolica,PF,,,,,1.296,,,,,,,,Subterranean
KFSC12W22,KFSC12,,Formica podzolica,PF,,,,,1.172,,,,,,,,Subterranean
KFSC12W23,KFSC12,,Formica podzolica,PF,,,,,1.172,,,,,,,,Subterranean
KFSC12W24,KFSC12,,Formica podzolica,PF,,,,,1.147,,,,,,,,Subterranean
KFSC12W25,KFSC12,,Formica podzolica,PF,,,,,1.301,,,,,,,,Subterranean
KFSC13W2,KFSC13,,Formica podzolica,HC,,,,,1.07,,,,,,,,Subterranean
KFSC13W3,KFSC13,,Formica podzolica,HC,,,,,1.063,,,,,,,,Subterranean
KFSC13W4,KFSC13,,Formica podzolica,HC,,,,,1.092,,,,,,,,Subterranean
KFSC13W5,KFSC13,,Formica podzolica,HC,,,,,1.094,,,,,,,,Subterranean
KFSC13W6,KFSC13,,Formica podzolica,HC,,,,,1.158,,,,,,,,Subterranean
KFSC13W7,KFSC13,,Formica podzolica,HC,,,,,1.171,,,,,,,,Subterranean
KFSC13W8,KFSC13,,Formica podzolica,HC,,,,,1.18,,,,,,,,Subterranean
KFSC13W9,KFSC13,,Formica podzolica,HC,,,,,1.087,,,,,,,,Subterranean
KFSC13W10,KFSC13,,Formica podzolica,NB,,,,,1.371,,,,,,,,Subterranean
KFSC13W11,KFSC13,,Formica podzolica,NB,,,,,1.451,,,,,,,,Subterranean
KFSC13W12,KFSC13,,Formica podzolica,NB,,,,,1.348,,,,,,,,Subterranean
KFSC13W13,KFSC13,,Formica podzolica,NB,,,,,1.43,,,,,,,,Subterranean
KFSC13W14,KFSC13,,Formica podzolica,NB,,,,,1.192,,,,,,,,Subterranean
KFSC13W15,KFSC13,,Formica podzolica,PF,,,,,1.157,,,,,,,,Subterranean
KFSC13W16,KFSC13,,Formica podzolica,PF,,,,,1.296,,,,,,,,Subterranean
KFSC13W17,KFSC13,,Formica podzolica,PF,,,,,1.102,,,,,,,,Subterranean
KFSC13W18,KFSC13,,Formica podzolica,PF,,,,,1.345,,,,,,,,Subterranean
KFSC25W2,KFSC25,,Formica podzolica,HC,,,,,1.275,,,,,,,,Subterranean
KFSC25W3,KFSC25,,Formica podzolica,HC,,,,,1.32,,,,,,,,Subterranean
KFSC25W4,KFSC25,,Formica podzolica,HC,,,,,1.177,,,,,,,,Subterranean
KFSC25W5,KFSC25,,Formica podzolica,HC,,,,,1.395,,,,,,,,Subterranean
KFSC25W6,KFSC25,,Formica podzolica,HC,,,,,1.131,,,,,,,,Subterranean
KFSC25W7,KFSC25,,Formica podzolica,HC,,,,,1.31,,,,,,,,Subterranean
KFSC25W8,KFSC25,,Formica podzolica,HC,,,,,1.231,,,,,,,,Subterranean
KFSC25W9,KFSC25,,Formica podzolica,HC,,,,,1.371,,,,,,,,Subterranean
KFSC25W10,KFSC25,,Formica podzolica,NB,,,,,1.386,,,,,,,,Subterranean
KFSC25W11,KFSC25,,Formica podzolica,NB,,,,,1.251,,,,,,,,Subterranean
KFSC25W12,KFSC25,,Formica podzolica,NB,,,,,1.297,,,,,,,,Subterranean
KFSC25W13,KFSC25,,Formica podzolica,NB,,,,,1.231,,,,,,,,Subterranean
KFSC25W14,KFSC25,,Formica podzolica,NB,,,,,1.251,,,,,,,,Subterranean
KFSC25W15,KFSC25,,Formica podzolica,NB,,,,,1.331,,,,,,,,Subterranean
KFSC25W16,KFSC25,,Formica podzolica,NB,,,,,1.304,,,,,,,,Subterranean
KFSC25W17,KFSC25,,Formica podzolica,NB,,,,,1.285,,,,,,,,Subterranean
KFSC25W18,KFSC25,,Formica podzolica,PF,,,,,1.284,,,,,,,,Subterranean
KFSC25W19,KFSC25,,Formica podzolica,PF,,,,,1.364,,,,,,,,Subterranean
KFSC25W20,KFSC25,,Formica podzolica,PF,,,,,1.257,,,,,,,,Subterranean
KFSC25W21,KFSC25,,Formica podzolica,PF,,,,,1.328,,,,,,,,Subterranean
KFSC25W22,KFSC25,,Formica podzolica,PF,,,,,1.32,,,,,,,,Subterranean
KFSC25W23,KFSC25,,Formica podzolica,PF,,,,,1.263,,,,,,,,Subterranean
KFSC25W24,KFSC25,,Formica podzolica,PF,,,,,1.354,,,,,,,,Subterranean
KFSC25W25,KFSC25,,Formica podzolica,PF,,,,,1.143,,,,,,,,Subterranean
KFSC28W2,KFSC28,,Formica podzolica,HC,,,,,1.17,,,,,,,,Subterranean
KFSC28W3,KFSC28,,Formica podzolica,HC,,,,,1.375,,,,,,,,Subterranean
KFSC28W4,KFSC28,,Formica podzolica,HC,,,,,1.432,,,,,,,,Subterranean
KFSC28W5,KFSC28,,Formica podzolica,HC,,,,,1.3,,,,,,,,Subterranean
KFSC28W6,KFSC28,,Formica podzolica,HC,,,,,1.368,,,,,,,,Subterranean
KFSC28W7,KFSC28,,Formica podzolica,HC,,,,,1.178,,,,,,,,Subterranean
KFSC28W8,KFSC28,,Formica podzolica,HC,,,,,1.228,,,,,,,,Subterranean
KFSC28W9,KFSC28,,Formica podzolica,HC,,,,,1.383,,,,,,,,Subterranean
KFSC28W10,KFSC28,,Formica podzolica,NB,,,,,1.143,,,,,,,,Subterranean
KFSC28W11,KFSC28,,Formica podzolica,NB,,,,,1.3,,,,,,,,Subterranean
KFSC28W12,KFSC28,,Formica podzolica,NB,,,,,1.429,,,,,,,,Subterranean
KFSC28W13,KFSC28,,Formica podzolica,NB,,,,,1.414,,,,,,,,Subterranean
KFSC28W14,KFSC28,,Formica podzolica,NB,,,,,1.386,,,,,,,,Subterranean
KFSC28W15,KFSC28,,Formica podzolica,PF,,,,,1.213,,,,,,,,Subterranean
KFSC28W16,KFSC28,,Formica podzolica,PF,,,,,1.311,,,,,,,,Subterranean
KFSC28W17,KFSC28,,Formica podzolica,PF,,,,,1.197,,,,,,,,Subterranean
KFSC28W18,KFSC28,,Formica podzolica,PF,,,,,1.114,,,,,,,,Subterranean
KFSC28W19,KFSC28,,Formica podzolica,PF,,,,,1.165,,,,,,,,Subterranean
KFSC28W20,KFSC28,,Formica podzolica,PF,,,,,1.108,,,,,,,,Subterranean
KFSC28W21,KFSC28,,Formica podzolica,PF,,,,,1.213,,,,,,,,Subterranean
WASC2W2,WASC2,,Formica podzolica,HC,,,,,1.372,,,,,,,,Subterranean
WASC2W3,WASC2,,Formica podzolica,HC,,,,,1.417,,,,,,,,Subterranean
WASC2W4,WASC2,,Formica podzolica,HC,,,,,1.396,,,,,,,,Subterranean
WASC2W5,WASC2,,Formica podzolica,HC,,,,,1.394,,,,,,,,Subterranean
WASC2W6,WASC2,,Formica podzolica,HC,,,,,1.388,,,,,,,,Subterranean
WASC2W7,WASC2,,Formica podzolica,HC,,,,,1.391,,,,,,,,Subterranean
WASC2W8,WASC2,,Formica podzolica,HC,,,,,1.459,,,,,,,,Subterranean
WASC2W9,WASC2,,Formica podzolica,HC,,,,,1.296,,,,,,,,Subterranean
WASC2W10,WASC2,,Formica podzolica,NB,,,,,1.406,,,,,,,,Subterranean
WASC2W11,WASC2,,Formica podzolica,NB,,,,,1.338,,,,,,,,Subterranean
WASC2W12,WASC2,,Formica podzolica,NB,,,,,1.332,,,,,,,,Subterranean
WASC2W13,WASC2,,Formica podzolica,NB,,,,,1.443,,,,,,,,Subterranean
WASC2W14,WASC2,,Formica podzolica,NB,,,,,1.391,,,,,,,,Subterranean
WASC2W15,WASC2,,Formica podzolica,NB,,,,,1.448,,,,,,,,Subterranean
WASC2W16,WASC2,,Formica podzolica,NB,,,,,1.444,,,,,,,,Subterranean
WASC2W17,WASC2,,Formica podzolica,NB,,,,,1.41,,,,,,,,Subterranean
WASC2W18,WASC2,,Formica podzolica,PF,,,,,1.375,,,,,,,,Subterranean
WASC2W19,WASC2,,Formica podzolica,PF,,,,,1.508,,,,,,,,Subterranean
WASC2W20,WASC2,,Formica podzolica,PF,,,,,1.343,,,,,,,,Subterranean
WASC2W21,WASC2,,Formica podzolica,PF,,,,,1.379,,,,,,,,Subterranean
WASC2W22,WASC2,,Formica podzolica,PF,,,,,1.238,,,,,,,,Subterranean
WASC2W23,WASC2,,Formica podzolica,PF,,,,,1.382,,,,,,,,Subterranean
WASC2W24,WASC2,,Formica podzolica,PF,,,,,1.334,,,,,,,,Subterranean
WASC2W25,WASC2,,Formica podzolica,PF,,,,,1.443,,,,,,,,Subterranean
PLOC2W2,PLOC2,,Formica podzolica,HC,,,,,1.407,,,,,,,,Subterranean
PLOC2W3,PLOC2,,Formica podzolica,HC,,,,,1.427,,,,,,,,Subterranean
PLOC2W4,PLOC2,,Formica podzolica,HC,,,,,1.277,,,,,,,,Subterranean
PLOC2W5,PLOC2,,Formica podzolica,HC,,,,,1.216,,,,,,,,Subterranean
PLOC2W6,PLOC2,,Formica podzolica,HC,,,,,1.405,,,,,,,,Subterranean
PLOC2W7,PLOC2,,Formica podzolica,HC,,,,,1.318,,,,,,,,Subterranean
PLOC2W8,PLOC2,,Formica podzolica,HC,,,,,1.388,,,,,,,,Subterranean
PLOC2W9,PLOC2,,Formica podzolica,HC,,,,,1.411,,,,,,,,Subterranean
PLOC2W10,PLOC2,,Formica podzolica,NB,,,,,1.283,,,,,,,,Subterranean
PLOC2W11,PLOC2,,Formica podzolica,NB,,,,,1.148,,,,,,,,Subterranean
PLOC2W12,PLOC2,,Formica podzolica,NB,,,,,1.426,,,,,,,,Subterranean
PLOC2W13,PLOC2,,Formica podzolica,NB,,,,,1.168,,,,,,,,Subterranean
PLOC2W14,PLOC2,,Formica podzolica,NB,,,,,1.165,,,,,,,,Subterranean
PLOC2W15,PLOC2,,Formica podzolica,NB,,,,,1.411,,,,,,,,Subterranean
PLOC2W16,PLOC2,,Formica podzolica,NB,,,,,1.397,,,,,,,,Subterranean
PLOC2W17,PLOC2,,Formica podzolica,NB,,,,,1.494,,,,,,,,Subterranean
PLOC2W18,PLOC2,,Formica podzolica,PF,,,,,1.399,,,,,,,,Subterranean
PLOC2W19,PLOC2,,Formica podzolica,PF,,,,,1.216,,,,,,,,Subterranean
PLOC2W20,PLOC2,,Formica podzolica,PF,,,,,1.165,,,,,,,,Subterranean
PLOC2W21,PLOC2,,Formica podzolica,PF,,,,,1.097,,,,,,,,Subterranean
PLOC2W22,PLOC2,,Formica podzolica,PF,,,,,1.027,,,,,,,,Subterranean
PLOC2W23,PLOC2,,Formica podzolica,PF,,,,,1.3,,,,,,,,Subterranean
PLOC2W24,PLOC2,,Formica podzolica,PF,,,,,1.254,,,,,,,,Subterranean
PLOC2W25,PLOC2,,Formica podzolica,PF,,,,,1.152,,,,,,,,Subterranean
SYLC15W2,SYLC15,,Formica ulkei,HC,,,,,1.481,,,,,,,,Mound-building
SYLC15W3,SYLC15,,Formica ulkei,HC,,,,,1.475,,,,,,,,Mound-building
SYLC15W4,SYLC15,,Formica ulkei,HC,,,,,1.417,,,,,,,,Mound-building
SYLC15W5,SYLC15,,Formica ulkei,HC,,,,,1.421,,,,,,,,Mound-building
SYLC15W6,SYLC15,,Formica ulkei,HC,,,,,1.416,,,,,,,,Mound-building
SYLC15W7,SYLC15,,Formica ulkei,HC,,,,,1.482,,,,,,,,Mound-building
SYLC15W8,SYLC15,,Formica ulkei,HC,,,,,1.378,,,,,,,,Mound-building
SYLC15W9,SYLC15,,Formica ulkei,HC,,,,,1.488,,,,,,,,Mound-building
SYLC15W10,SYLC15,,Formica ulkei,NB,,,,,1.443,,,,,,,,Mound-building
SYLC15W11,SYLC15,,Formica ulkei,NB,,,,,1.59,,,,,,,,Mound-building
SYLC15W12,SYLC15,,Formica ulkei,NB,,,,,1.575,,,,,,,,Mound-building
SYLC15W13,SYLC15,,Formica ulkei,NB,,,,,1.535,,,,,,,,Mound-building
SYLC15W14,SYLC15,,Formica ulkei,NB,,,,,1.423,,,,,,,,Mound-building
SYLC15W15,SYLC15,,Formica ulkei,NB,,,,,1.427,,,,,,,,Mound-building
SYLC15W16,SYLC15,,Formica ulkei,NB,,,,,1.516,,,,,,,,Mound-building
SYLC15W17,SYLC15,,Formica ulkei,NB,,,,,1.539,,,,,,,,Mound-building
SYLC15W18,SYLC15,,Formica ulkei,PF,,,,,1.33,,,,,,,,Mound-building
SYLC15W19,SYLC15,,Formica ulkei,PF,,,,,1.58,,,,,,,,Mound-building
SYLC15W20,SYLC15,,Formica ulkei,PF,,,,,1.544,,,,,,,,Mound-building
SYLC15W21,SYLC15,,Formica ulkei,PF,,,,,1.502,,,,,,,,Mound-building
SYLC15W22,SYLC15,,Formica ulkei,PF,,,,,1.592,,,,,,,,Mound-building
SYLC15W23,SYLC15,,Formica ulkei,PF,,,,,1.562,,,,,,,,Mound-building
SYLC15W24,SYLC15,,Formica ulkei,PF,,,,,1.529,,,,,,,,Mound-building
CMOC3W2,CMOC3,,rufa sp. 1,HC,,,,,1.706,,,,,,,,Subterranean
CMOC3W3,CMOC3,,rufa sp. 1,HC,,,,,1.15,,,,,,,,Subterranean
CMOC3W4,CMOC3,,rufa sp. 1,HC,,,,,1.346,,,,,,,,Subterranean
CMOC3W5,CMOC3,,rufa sp. 1,HC,,,,,1.284,,,,,,,,Subterranean
CMOC3W6,CMOC3,,rufa sp. 1,HC,,,,,1.028,,,,,,,,Subterranean
CMOC3W7,CMOC3,,rufa sp. 1,HC,,,,,1.127,,,,,,,,Subterranean
CMOC3W8,CMOC3,,rufa sp. 1,HC,,,,,1.222,,,,,,,,Subterranean
CMOC3W9,CMOC3,,rufa sp. 1,HC,,,,,1.236,,,,,,,,Subterranean
CMOC3W10,CMOC3,,rufa sp. 1,NB,,,,,1.829,,,,,,,,Subterranean
CMOC3W11,CMOC3,,rufa sp. 1,NB,,,,,1.829,,,,,,,,Subterranean
CMOC3W12,CMOC3,,rufa sp. 1,NB,,,,,1.857,,,,,,,,Subterranean
CMOC3W13,CMOC3,,rufa sp. 1,NB,,,,,1.79,,,,,,,,Subterranean
CMOC3W14,CMOC3,,rufa sp. 1,NB,,,,,1.821,,,,,,,,Subterranean
CMOC3W15,CMOC3,,rufa sp. 1,NB,,,,,1.588,,,,,,,,Subterranean
CMOC3W16,CMOC3,,rufa sp. 1,NB,,,,,1.648,,,,,,,,Subterranean
CMOC3W17,CMOC3,,rufa sp. 1,NB,,,,,1.862,,,,,,,,Subterranean
CMOC3W18,CMOC3,,rufa sp. 1,PF,,,,,1.747,,,,,,,,Subterranean
CMOC3W19,CMOC3,,rufa sp. 1,PF,,,,,1.723,,,,,,,,Subterranean
CMOC3W20,CMOC3,,rufa sp. 1,PF,,,,,1.912,,,,,,,,Subterranean
CMOC3W21,CMOC3,,rufa sp. 1,PF,,,,,1.826,,,,,,,,Subterranean
CMOC3W22,CMOC3,,rufa sp. 1,PF,,,,,1.475,,,,,,,,Subterranean
CMOC3W23,CMOC3,,rufa sp. 1,PF,,,,,1.667,,,,,,,,Subterranean
CMOC3W24,CMOC3,,rufa sp. 1,PF,,,,,1.804,,,,,,,,Subterranean
CMOC3W25,CMOC3,,rufa sp. 1,PF,,,,,1.852,,,,,,,,Subterranean
GLAC2W2,GLAC2,,rufa sp. 2,HC,,,,,1.043,,,,,,,,Mound-building
GLAC2W3,GLAC2,,rufa sp. 2,HC,,,,,1.042,,,,,,,,Mound-building
GLAC2W4,GLAC2,,rufa sp. 2,HC,,,,,1.266,,,,,,,,Mound-building
GLAC2W5,GLAC2,,rufa sp. 2,HC,,,,,0.995,,,,,,,,Mound-building
GLAC2W6,GLAC2,,rufa sp. 2,HC,,,,,0.981,,,,,,,,Mound-building
GLAC2W7,GLAC2,,rufa sp. 2,HC,,,,,1.209,,,,,,,,Mound-building
GLAC2W8,GLAC2,,rufa sp. 2,HC,,,,,1.108,,,,,,,,Mound-building
GLAC2W9,GLAC2,,rufa sp. 2,HC,,,,,1.163,,,,,,,,Mound-building
GLAC2W10,GLAC2,,rufa sp. 2,NB,,,,,1.191,,,,,,,,Mound-building
GLAC2W11,GLAC2,,rufa sp. 2,NB,,,,,1.672,,,,,,,,Mound-building
